日期,时刻,时段序号,购电量kWh,购电功率kW,电价元每kWh,小区负载kW,光伏实际功率kW,储电量期初kWh,储电量期末kWh,实际充电量kWh,实际放电量kWh,计划充电量kWh,计划放电量kWh
2025-03-20,3:40-3:50,22,635.4649,3812.7894,0.4353,3699.7385,0.0,10775.748,10792.7056,18.8418,0.0,0.0,0.0
2025-03-20,3:50-4:00,23,624.6518,3747.9105,0.436,3674.7825,0.0,10792.7056,10800.0,8.1048,0.0,0.0,0.0
2025-03-20,4:00-4:10,24,604.632,3627.792,0.4378,3623.58,0.0,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-03-20,4:10-4:20,25,627.1972,3763.183,0.4401,3538.7697,0.0019,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-03-20,4:20-4:30,26,638.0191,3828.1145,0.4389,3488.7843,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,4:30-4:40,27,625.9873,3755.9235,0.4364,3513.51,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,4:40-4:50,28,635.3261,3811.9565,0.4393,3598.3779,0.0271,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,4:50-5:00,29,650.5631,3903.3786,0.4422,3700.4359,0.0,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-03-20,5:00-5:10,30,652.2373,3913.4235,0.4395,3753.57,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,5:10-5:20,31,639.1445,3834.8669,0.4333,3716.9811,0.3776,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,5:20-5:30,32,634.8277,3808.9662,0.4439,3707.0664,0.0,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-03-20,5:30-5:40,33,634.5272,3807.1635,0.4301,3642.69,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,5:40-5:50,34,630.3584,3782.1507,0.3713,3457.8398,5.2594,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,5:50-6:00,35,731.2868,4387.721,0.5708,4028.7787,0.0,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-03-20,6:00-6:10,36,37.5122,225.073,0.9099,4962.09,0.0,10800.0,9922.7746,0.0,789.5028,0.0,833.3333
2025-03-20,6:10-6:20,37,20.5657,123.394,0.9368,4905.1198,153.4202,9922.7746,9065.681,0.0,771.3843,0.0,833.3333
2025-03-20,6:20-6:30,38,0.0,0.0,0.8758,4660.8239,401.044,9065.681,8276.8329,0.0,709.9633,0.0,804.4937
2025-03-20,6:30-6:40,39,0.0,0.0,0.8759,4703.75,675.525,8276.8329,7530.8653,0.0,671.3708,0.0,777.9573
2025-03-20,6:40-6:50,40,414.0195,2484.1173,0.8601,4726.9008,952.6316,7530.8653,7291.9483,0.0,215.0253,0.0,293.7447
2025-03-20,6:50-7:00,41,636.9711,3821.8265,0.8442,4819.4733,1302.5378,7291.9483,7337.6819,50.8152,0.0,0.0,0.0
2025-03-20,7:00-7:10,42,580.9484,3485.6903,0.8334,4880.33,1693.2375,7337.6819,7382.4716,49.7663,0.0,0.0,0.0
2025-03-20,7:10-7:20,43,518.6313,3111.7879,0.8092,4689.3761,2009.9231,7382.4716,7447.3218,72.0558,0.0,0.0,0.0
2025-03-20,7:20-7:30,44,504.3095,3025.8568,0.7972,4713.3646,2305.9149,7447.3218,7540.0829,103.0679,0.0,0.0,0.0
2025-03-20,7:30-7:40,45,479.3845,2876.307,0.7644,4827.2,2609.7375,7540.0829,7638.9096,109.8074,0.0,0.0,0.0
2025-03-20,7:40-7:50,46,1188.8545,7133.1271,0.6899,4578.156,2894.0148,7638.9096,8388.9096,833.3333,0.0,833.3333,0.0
2025-03-20,7:50-8:00,47,433.3931,2600.3587,0.86,5187.0368,3179.5684,8388.9096,8477.8431,98.8151,0.0,0.0,0.0
2025-03-20,8:00-8:10,48,0.0,0.0,1.1617,6405.59,3476.5125,8477.8431,7935.4213,0.0,488.1796,0.0,624.5522
2025-03-20,8:10-8:20,49,0.0,0.0,1.1683,6658.0486,3761.2255,7935.4213,7398.9726,0.0,482.8039,0.0,526.4356
2025-03-20,8:20-8:30,50,0.0,0.0,1.0956,6606.6001,3976.3717,7398.9726,6911.8933,0.0,438.3714,0.0,417.0819
2025-03-20,8:30-8:40,51,0.0,0.0,1.0849,6687.27,4220.325,6911.8933,6455.0516,0.0,411.1575,0.0,425.8223
2025-03-20,8:40-8:50,52,0.0,0.0,1.061,6649.776,4653.7429,6455.0516,6085.4159,0.0,332.6722,0.0,401.1623
2025-03-20,8:50-9:00,53,0.0,0.0,1.043,6705.5335,5037.5027,6085.4159,5776.5213,0.0,278.0051,0.0,362.9284
2025-03-20,9:00-9:10,54,0.0,0.0,1.036,6757.81,5180.8875,5776.5213,5484.4986,0.0,262.8204,0.0,326.0084
2025-03-20,9:10-9:20,55,0.0,0.0,1.0147,6494.2004,5166.4978,5484.4986,5238.6277,0.0,221.2838,0.0,271.3918
2025-03-20,9:20-9:30,56,0.0,0.0,0.9922,6436.4392,5533.329,5238.6277,5071.3851,0.0,150.5184,0.0,246.8301
2025-03-20,9:30-9:40,57,0.0,0.0,0.97,6570.85,6107.7375,5071.3851,4985.6235,0.0,77.1854,0.0,249.8081
2025-03-20,9:40-9:50,58,0.0,0.0,0.9422,6399.3635,6182.795,4985.6235,4945.5183,0.0,36.0948,0.0,232.1911
2025-03-20,9:50-10:00,59,0.0,0.0,0.9569,6445.9301,6198.386,4945.5183,4899.6768,0.0,41.2573,0.0,231.1479
2025-03-20,10:00-10:10,60,0.0,0.0,0.9977,6697.43,6426.1875,4899.6768,4849.4467,0.0,45.2071,0.0,253.5645
2025-03-20,10:10-10:20,61,0.0,0.0,0.9919,6577.9956,6675.2481,4849.4467,4864.0345,16.2087,0.0,0.0,261.43
2025-03-20,10:20-10:30,62,0.0,0.0,0.9588,6445.2772,6774.004,4864.0345,4913.3436,54.7878,0.0,0.0,246.5384
2025-03-20,10:30-10:40,63,0.0,0.0,0.9549,6473.61,6879.075,4913.3436,4974.1633,67.5775,0.0,0.0,208.474
2025-03-20,10:40-10:50,64,0.0,0.0,0.9839,6454.2353,7268.5137,4974.1633,5096.3051,135.7131,0.0,0.0,157.8021
2025-03-20,10:50-11:00,65,146.4459,878.6754,0.799,6352.336,7455.3554,5096.3051,5393.5593,330.2825,0.0,0.0,0.0
2025-03-20,11:00-11:10,66,990.1421,5940.8525,0.5025,6279.9,7263.0,5393.5593,6143.5593,833.3333,0.0,833.3333,0.0
2025-03-20,11:10-11:20,67,954.353,5726.1181,0.4662,6362.0436,7021.6679,6143.5593,6893.5593,833.3333,0.0,833.3333,0.0
2025-03-20,11:20-11:30,68,920.3466,5522.0796,0.5007,6393.8373,7052.8842,6893.5593,7643.5593,833.3333,0.0,833.3333,0.0
2025-03-20,11:30-11:40,69,908.0041,5448.0245,0.4827,6360.1,7317.5625,7643.5593,8393.5593,833.3333,0.0,833.3333,0.0
2025-03-20,11:40-11:50,70,886.1655,5316.9929,0.4785,6424.0276,7505.6333,8393.5593,9143.5593,833.3333,0.0,833.3333,0.0
2025-03-20,11:50-12:00,71,851.6261,5109.7565,0.4662,6379.6216,7635.0323,9143.5593,9893.5593,833.3333,0.0,833.3333,0.0
2025-03-20,12:00-12:10,72,822.2488,4933.493,0.4432,6168.32,7818.45,9893.5593,10643.5593,833.3333,0.0,833.3333,0.0
2025-03-20,12:10-12:20,73,815.3229,4891.9376,0.4411,5958.8116,8082.9395,10643.5593,10800.0,173.823,0.0,833.3333,0.0
2025-03-20,12:20-12:30,74,794.8093,4768.8557,0.4551,5855.2299,8090.5707,10800.0,10800.0,0.0,0.0,833.3333,0.0
2025-03-20,12:30-12:40,75,773.4658,4640.795,0.4463,5883.66,7709.3625,10800.0,10800.0,0.0,0.0,833.3333,0.0
2025-03-20,12:40-12:50,76,802.0231,4812.1386,0.4113,6006.2794,7205.256,10800.0,10800.0,0.0,0.0,833.3333,0.0
2025-03-20,12:50-13:00,77,836.6594,5019.9567,0.5682,6168.3548,7206.9442,10800.0,10800.0,0.0,0.0,833.3333,0.0
2025-03-20,13:00-13:10,78,36.5173,219.1035,0.8279,6351.38,7525.8,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,13:10-13:20,79,0.0,0.0,0.8636,6510.6216,7339.075,10800.0,10800.0,0.0,0.0,0.0,98.1546
2025-03-20,13:20-13:30,80,128.3526,770.1155,0.8416,6358.8315,6900.6338,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,13:30-13:40,81,0.0,0.0,0.8618,6039.3,6610.0125,10800.0,10800.0,0.0,0.0,0.0,113.2679
2025-03-20,13:40-13:50,82,0.0,0.0,0.8623,6028.9848,6642.1795,10800.0,10800.0,0.0,0.0,0.0,95.6283
2025-03-20,13:50-14:00,83,0.0,0.0,0.9026,6177.7813,6806.5377,10800.0,10800.0,0.0,0.0,0.0,69.4789
2025-03-20,14:00-14:10,84,0.0,0.0,0.9754,6280.02,6799.95,10800.0,10800.0,0.0,0.0,0.0,53.3278
2025-03-20,14:10-14:20,85,0.0,0.0,1.0002,6283.4823,6453.6137,10800.0,10800.0,0.0,0.0,0.0,81.8195
2025-03-20,14:20-14:30,86,0.0,0.0,0.9978,6314.912,6203.5886,10800.0,10779.3846,0.0,18.5539,0.0,107.3113
2025-03-20,14:30-14:40,87,0.0,0.0,1.0271,6352.79,6115.6875,10779.3846,10735.4767,0.0,39.5171,0.0,123.5421
2025-03-20,14:40-14:50,88,0.0,0.0,1.0906,6259.4213,5837.6616,10735.4767,10657.373,0.0,70.2933,0.0,170.6595
2025-03-20,14:50-15:00,89,0.0,0.0,0.9376,6190.1146,5431.9635,10657.373,10516.9747,0.0,126.3585,0.0,225.7786
2025-03-20,15:00-15:10,90,1100.8865,6605.3188,0.6694,6156.64,5072.775,10516.9747,10800.0,314.4726,0.0,833.3333,0.0
2025-03-20,15:10-15:20,91,1129.9791,6779.8747,0.66,6039.3659,4855.4545,10800.0,10800.0,0.0,0.0,833.3333,0.0
2025-03-20,15:20-15:30,92,329.5635,1977.3811,0.7217,6054.6789,4561.8383,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,15:30-15:40,93,380.5795,2283.477,0.7308,6187.68,4146.825,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,15:40-15:50,94,445.6456,2673.8736,0.7534,6195.3721,3778.6785,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,15:50-16:00,95,475.1769,2851.0613,0.7823,6186.1376,3471.4229,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,16:00-16:10,96,493.8229,2962.9372,0.8055,6200.17,3156.225,10800.0,10784.9986,0.0,13.5013,0.0,0.0
2025-03-20,16:10-16:20,97,575.8546,3455.1275,0.8271,6153.3743,2779.805,10784.9986,10797.2323,13.593,0.0,0.0,0.0
2025-03-20,16:20-16:30,98,655.0988,3930.5927,0.8519,6101.7592,2507.3559,10797.2323,10800.0,3.0752,0.0,0.0,0.0
2025-03-20,16:30-16:40,99,703.9524,4223.7142,0.8791,6118.95,2334.4125,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-03-20,16:40-16:50,100,759.2417,4555.4504,0.9024,6209.4949,2077.0816,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-03-20,16:50-17:00,101,817.7356,4906.4134,0.9163,6190.199,1733.8533,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-03-20,17:00-17:10,102,881.5135,5289.081,0.9264,6102.19,1377.7125,10800.0,10800.0,0.0,0.0,-0.0,0.0
2025-03-20,17:10-17:20,103,950.5697,5703.4184,0.9462,6143.2969,1083.9022,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,17:20-17:30,104,958.1636,5748.9817,0.9742,6075.0134,831.8823,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,17:30-17:40,105,961.4815,5768.889,0.9862,6025.68,597.3375,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,17:40-17:50,106,1060.2641,6361.5848,0.976,6213.4416,374.8971,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,17:50-18:00,107,979.3825,5876.2953,1.0742,5394.1467,156.1276,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,18:00-18:10,108,759.4335,4556.601,1.2313,4094.12,0.0,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-03-20,18:10-18:20,109,732.2702,4393.6214,1.2561,4187.9837,0.0,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-03-20,18:20-18:30,110,761.9698,4571.8185,1.2447,4441.4267,5.5774,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,18:30-18:40,111,754.1012,4524.6075,1.2545,4255.45,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,18:40-18:50,112,761.9956,4571.9733,1.2522,4286.5369,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-03-20,18:50-19:00,113,631.2347,3787.4084,1.2881,4470.2464,0.4004,10800.0,10673.6227,0.0,113.7396,0.0,127.9553
2025-03-20,19:00-19:10,114,0.0,0.0,1.3466,4579.24,0.0,10673.6227,9825.6153,0.0,763.2067,0.0,750.561
2025-03-20,19:10-19:20,115,0.0,0.0,1.3523,4480.3082,0.0,9825.6153,8995.9286,0.0,746.718,0.0,772.6329
2025-03-20,19:20-19:30,116,0.0,0.0,1.3445,4285.5618,0.0288,8995.9286,8202.3113,0.0,714.2555,0.0,778.358
2025-03-20,19:30-19:40,117,0.0,0.0,1.3483,4196.78,0.0,8202.3113,7425.1298,0.0,699.4633,0.0,775.418
2025-03-20,19:40-19:50,118,0.0,0.0,1.349,4330.8684,0.0,7425.1298,6623.1172,0.0,721.8114,0.0,813.4588
2025-03-20,19:50-20:00,119,0.0,0.0,1.3473,4370.9481,0.0021,6623.1172,5813.6827,0.0,728.491,0.0,810.3814
2025-03-20,20:00-20:10,120,0.0,0.0,1.3482,4358.21,0.0,5813.6827,5006.6068,0.0,726.3683,0.0,770.9747
2025-03-20,20:10-20:20,121,0.0,0.0,1.3513,4586.0191,0.0,5006.6068,4157.344,0.0,764.3365,0.0,780.4842
2025-03-20,20:20-20:30,122,0.0,0.0,1.34,4523.6629,0.0,4157.344,3319.6287,0.0,753.9438,0.0,768.2067
2025-03-20,20:30-20:40,123,0.0,0.0,1.3489,4215.37,0.0,3319.6287,2539.0046,0.0,702.5617,0.0,734.1898
2025-03-20,20:40-20:50,124,0.0,0.0,1.3952,4256.2469,0.0,2539.0046,1750.8107,0.0,709.3745,0.0,757.3792
2025-03-20,20:50-21:00,125,789.606,4737.6361,1.2226,4319.0159,0.0,1750.8107,1813.6038,69.77,0.0,0.0,-0.0
2025-03-20,21:00-21:10,126,784.8523,4709.1135,0.9332,4257.25,0.0,1813.6038,1881.3833,75.3106,0.0,0.0,0.0
2025-03-20,21:10-21:20,127,747.7863,4486.7178,0.9068,4290.2681,0.0,1881.3833,1910.8507,32.7416,0.0,0.0,0.0
2025-03-20,21:20-21:30,128,741.9632,4451.7792,0.9371,4418.7036,0.0,1910.8507,1915.8121,5.5126,0.0,0.0,0.0
2025-03-20,21:30-21:40,129,771.1515,4626.909,0.9371,4553.6,0.0,1915.8121,1926.8084,12.2182,0.0,0.0,0.0
2025-03-20,21:40-21:50,130,768.3636,4610.1819,0.9871,4526.2528,0.0,1926.8084,1939.3978,13.9882,0.0,0.0,-0.0
2025-03-20,21:50-22:00,131,684.8417,4109.0502,0.7764,4001.6252,0.0,1939.3978,1955.5115,17.9042,0.0,0.0,-0.0
2025-03-20,22:00-22:10,132,1418.9901,8513.9405,0.4209,3318.94,0.0,1955.5115,2705.5115,833.3333,0.0,833.3333,0.0
2025-03-20,22:10-22:20,133,1423.6084,8541.6505,0.3859,3233.4088,0.0,2705.5115,3455.5115,833.3333,0.0,833.3333,0.0
2025-03-20,22:20-22:30,134,1273.1461,7638.8764,0.4368,3319.971,0.0,3455.5115,4103.3473,719.8176,0.0,666.6667,0.0
2025-03-20,22:30-22:40,135,1425.1186,8550.7115,0.4198,3255.84,0.0,4103.3473,4853.3473,833.3333,0.0,833.3333,0.0
2025-03-20,22:40-22:50,136,1423.9851,8543.9106,0.4186,3144.1326,0.0,4853.3473,5603.3473,833.3333,0.0,833.3333,0.0
2025-03-20,22:50-23:00,137,1415.4395,8492.6367,0.4241,3161.8174,0.0,5603.3473,6353.3473,833.3333,0.0,833.3333,0.0
2025-03-20,23:00-23:10,138,1410.5113,8463.068,0.4237,3296.4,0.0,6353.3473,7103.3473,833.3333,0.0,833.3333,0.0
2025-03-20,23:10-23:20,139,1443.807,8662.8423,0.4248,3356.4081,0.0,7103.3473,7853.3473,833.3333,0.0,833.3333,0.0
2025-03-20,23:20-23:30,140,1450.2817,8701.6903,0.424,3261.7676,0.0,7853.3473,8603.3473,833.3333,0.0,833.3333,0.0
2025-03-20,23:30-23:40,141,1431.5656,8589.3935,0.422,3267.73,0.0,8603.3473,9353.3473,833.3333,0.0,833.3333,0.0
2025-03-20,23:40-23:50,142,1440.5406,8643.2435,0.424,3604.076,0.0,9353.3473,10103.3473,833.3333,0.0,833.3333,0.0
2025-03-20,23:50-0:00+1,143,1374.0969,8244.5816,0.4271,3245.8691,0.0,10103.3473,10800.0,774.0585,0.0,833.3333,0.0
2025-03-20,0:00+1-0:10+1,144,1260.3876,7562.3255,0.4276,2401.0,0.0,10800.0,10800.0,0.0,0.0,833.3333,0.0
2025-06-21,0:10-0:20,1,576.1386,3456.8317,0.4248,3087.9838,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-06-21,0:20-0:30,2,568.3583,3410.1501,0.4245,3200.0919,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-06-21,0:30-0:40,3,548.6985,3292.191,0.4269,3401.46,0.0,10800.0,10779.765,0.0,18.2115,0.0,0.0
2025-06-21,0:40-0:50,4,550.3565,3302.139,0.4272,3063.5261,0.0,10779.765,10800.0,22.4833,0.0,0.0,-0.0
2025-06-21,0:50-1:00,5,558.1374,3348.8244,0.4271,2820.2572,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-06-21,1:00-1:10,6,558.5755,3351.453,0.4285,2883.38,0.0,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-06-21,1:10-1:20,7,549.7298,3298.3785,0.4311,2869.9796,0.0,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-06-21,1:20-1:30,8,521.2009,3127.2051,0.4302,2985.8287,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-06-21,1:30-1:40,9,500.493,3002.958,0.4279,3164.18,0.0,10800.0,10770.1441,0.0,26.8703,0.0,0.0
2025-06-21,1:40-1:50,10,523.498,3140.9877,0.4312,3064.8457,0.0,10770.1441,10781.5654,12.6903,0.0,0.0,-0.0
2025-06-21,1:50-2:00,11,505.1286,3030.7715,0.4333,2954.0459,0.0,10781.5654,10793.0742,12.7876,0.0,0.0,-0.0
2025-06-21,2:00-2:10,12,469.8015,2818.809,0.4311,2994.62,0.0,10793.0742,10760.5166,0.0,29.3018,0.0,0.0
2025-06-21,2:10-2:20,13,521.8279,3130.9677,0.4293,3072.4014,0.0,10760.5166,10769.3016,9.761,0.0,0.0,0.0
2025-06-21,2:20-2:30,14,532.0536,3192.3214,0.4324,3013.1015,0.0,10769.3016,10796.1846,29.87,0.0,0.0,0.0
2025-06-21,2:30-2:40,15,0.0,0.0,0.4367,2838.75,0.0,10796.1846,10270.4901,0.0,473.125,0.0,486.9568
2025-06-21,2:40-2:50,16,500.7456,3004.4736,0.4348,2749.9199,0.0,10270.4901,10308.6732,42.4256,0.0,0.0,0.0
2025-06-21,2:50-3:00,17,501.0755,3006.4532,0.4335,2820.5847,0.0,10308.6732,10336.5534,30.9781,0.0,0.0,0.0
2025-06-21,3:00-3:10,18,0.0,0.0,0.4357,2936.24,0.0,10336.5534,9792.8053,0.0,489.3733,0.0,473.6795
2025-06-21,3:10-3:20,19,0.0,0.0,0.4374,2920.1894,0.0012,9792.8053,9252.0297,0.0,486.698,0.0,484.314
2025-06-21,3:20-3:30,20,0.0,0.0,0.4371,2951.0328,0.0,9252.0297,8705.5421,0.0,491.8388,0.0,494.6521
2025-06-21,3:30-3:40,21,121.9979,731.9875,0.4356,2977.51,0.0,8705.5421,8289.7046,0.0,374.2538,0.0,371.7436
2025-06-21,3:40-3:50,22,511.6092,3069.655,0.4353,2780.298,0.0162,8289.7046,8333.1106,48.2289,0.0,0.0,0.0
2025-06-21,3:50-4:00,23,0.0,0.0,0.436,2728.3059,0.0,8333.1106,7827.8688,0.0,454.7176,0.0,524.4203
2025-06-21,4:00-4:10,24,0.0,0.0,0.4378,2862.19,0.0,7827.8688,7297.8336,0.0,477.0317,0.0,505.015
2025-06-21,4:10-4:20,25,0.0,0.0,0.4401,2845.9182,0.2263,7297.8336,6770.8536,0.0,474.282,0.0,456.4667
2025-06-21,4:20-4:30,26,0.0,0.0,0.4389,2748.951,0.0,6770.8536,6261.7886,0.0,458.1585,0.0,455.3943
2025-06-21,4:30-4:40,27,0.0,0.0,0.4364,2677.31,0.0,6261.7886,5765.9905,0.0,446.2183,0.0,489.9808
2025-06-21,4:40-4:50,28,0.0,0.0,0.4393,2660.8713,3.1516,5765.9905,5273.8202,0.0,442.9533,0.0,475.4346
2025-06-21,4:50-5:00,29,0.0,0.0,0.4422,2702.3205,0.0,5273.8202,4773.3904,0.0,450.3867,0.0,462.2135
2025-06-21,5:00-5:10,30,0.0,0.0,0.4395,2732.32,7.275,4773.3904,4268.7525,0.0,454.1742,0.0,460.166
2025-06-21,5:10-5:20,31,415.5548,2493.3289,0.4333,2664.7178,116.7655,4268.7525,4258.637,0.0,9.1039,0.0,0.0
2025-06-21,5:20-5:30,32,0.0,0.0,0.4439,2606.871,263.9703,4258.637,3824.7665,0.0,390.4835,0.0,397.7423
2025-06-21,5:30-5:40,33,410.4538,2462.7225,0.4301,2642.15,417.075,3824.7665,3860.4137,39.6079,0.0,0.0,0.0
2025-06-21,5:40-5:50,34,385.0338,2310.203,0.3713,2745.0641,587.5961,3860.4137,3883.3239,25.4558,0.0,0.0,0.0
2025-06-21,5:50-6:00,35,0.0,0.0,0.5708,2758.042,735.8325,3883.3239,3508.8407,0.0,337.0349,0.0,337.876
2025-06-21,6:00-6:10,36,0.0,0.0,0.9099,2741.64,890.7,3508.8407,3166.074,0.0,308.49,0.0,297.1045
2025-06-21,6:10-6:20,37,0.0,0.0,0.9368,2888.7304,1136.9554,3166.074,2841.6712,0.0,291.9625,0.0,270.4476
2025-06-21,6:20-6:30,38,0.0,0.0,0.8758,2932.231,1453.4028,2841.6712,2567.8142,0.0,246.4714,0.0,228.0944
2025-06-21,6:30-6:40,39,0.0,0.0,0.8759,2764.02,1765.9125,2567.8142,2382.9794,0.0,166.3512,0.0,171.8579
2025-06-21,6:40-6:50,40,0.0,0.0,0.8601,2606.6137,2022.3026,2382.9794,2274.7737,0.0,97.3852,0.0,139.7665
2025-06-21,6:50-7:00,41,0.0,0.0,0.8442,2867.7649,2350.4923,2274.7737,2178.9824,0.0,86.2121,0.0,149.2658
2025-06-21,7:00-7:10,42,0.0,0.0,0.8334,3304.27,2699.25,2178.9824,2066.9417,0.0,100.8367,0.0,169.5785
2025-06-21,7:10-7:20,43,0.0,0.0,0.8092,3254.3169,2874.6231,2066.9417,1996.628,0.0,63.2823,0.0,146.6178
2025-06-21,7:20-7:30,44,0.0,0.0,0.7972,3137.5948,3006.0287,1996.628,1972.2639,0.0,21.9277,0.0,102.7997
2025-06-21,7:30-7:40,45,0.0,0.0,0.7644,3174.85,3224.8875,1972.2639,1979.7696,8.3396,0.0,0.0,62.5809
2025-06-21,7:40-7:50,46,0.0,0.0,0.6899,3159.7263,3537.527,1979.7696,2036.4397,62.9668,0.0,0.0,25.831
2025-06-21,7:50-8:00,47,0.0,0.0,0.86,3087.5763,3785.3986,2036.4397,2141.113,116.3037,0.0,-0.0,0.0
2025-06-21,8:00-8:10,48,0.0,0.0,1.1617,3062.36,4003.425,2141.113,2282.2728,156.8442,0.0,-0.0,0.0
2025-06-21,8:10-8:20,49,0.0,0.0,1.1683,3162.0197,4334.7324,2282.2728,2458.1797,195.4521,0.0,0.0,0.0
2025-06-21,8:20-8:30,50,0.0,0.0,1.0956,3160.9922,4441.8035,2458.1797,2650.3014,213.4685,0.0,0.0,0.0
2025-06-21,8:30-8:40,51,0.0,0.0,1.0849,3037.59,4358.7,2650.3014,2848.4679,220.185,0.0,0.0,0.0
